full_date,date,weekday,time,mood,activities,note_title,note
2020-11-26,Nov 26,Thursday,11:25 PM,okay,friends | gaming | chest / core | run | mountain dew | double dew,"","Run at track two 68 400s, thanksgiving lunch, Violet and jumbo Cyclone, Minecraft realm, Washington vs Cowboys, DieHard, evaluated COSC projects "
2020-11-25,Nov 25,Wednesday,11:28 PM,good,friends | reading | gaming | chest / core | mountain dew | double dew,"","Left Marquette, bus ride to airport, first time flying, Atomic Blue and Pitch Black, Jude’s House, family prayer"
2020-11-24,Nov 24,Tuesday,9:09 PM,meh,work | family | friends | reading | gaming | school | college | chest / core | gym,"","Last full day at Marquette for 2020, really bored, phone call with Mom, caching up on Red Queen series, packing and getting room ready"
2020-11-23,Nov 23,Monday,10:14 PM,okay,work | friends | gaming | school | walk with duns | college | chest / core | gym,"","All online classes, ENG presentation, walk with Father Duns, Kevin Hart Netflix show, Buccs vs Rams"
2020-11-22,Nov 22,Sunday,8:42 PM,okay,friends | gaming | college | church | mountain dew,"","Church feeling about giving food to homeless, Taysom Hill cheese, Packers lost, football all day"
2020-11-21,Nov 21,Saturday,11:21 PM,okay,friends | gaming | college | biking | chest / core | ultimate frisbee | gym | mountain dew,"","Recorded COSC video, Jon moved out, frisbee with Steve diving catches, really wacky mood with Cameron and Jude, watched the Lobster with Jude"
2020-11-20,Nov 20,Friday,9:23 PM,okay,work | reading | gaming | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Only 1 class, gym with Jon, finished The Sleep in a Sea of Stars, worked on Daylio project, watched The Notebook, talking to Elyse on Instagram, told Emely about Caitlin + FaceTime"
2020-11-19,Nov 19,Thursday,10:03 PM,rad,work | friends | reading | gaming | school | college | biking | chest / core | gym | rcia  | mountain dew,"","Easy math test, helped Elaina with coding project, convinced English teacher to let me only write 1/2 page instead of 2, peer review essays with Elyse, Merry Mashup, gaming with Cameron and Jude 2k rookies, Piece of Cake Weezer"
2020-11-18,Nov 18,Wednesday,9:39 PM,okay,work | friends | gaming | school | college | chest / core | gym | mountain dew,"","English teacher liked my Friday prompt, Emely said I’m her only friend, walk with Peter, class registration, NBA draft, Voodew"
2020-11-17,Nov 17,Tuesday,9:56 PM,okay,work | friends | reading | gaming | school | college | biking | chest / core | gym | mountain dew,"","Double work shift, muted teacher on teams, end of semester in sight, using stairs for work, Maui, Dewed up with Cameron and Jude, Coons, Spotify sharing party "
2020-11-16,Nov 16,Monday,9:21 PM,good,friends | reading | gaming | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Final projects insight, English class canceled, worked on COSC PowerPoint with transparent NFL players, Elyse messaging me during class, squat bar and gym with Jon, texting with Emely, Jump rope outside OD cute girl there, NBA 2k online with Cameron, Donny’s Dicktionary"
2020-11-15,Nov 15,Sunday,9:28 PM,good,work | friends | reading | gaming | college | church | mountain dew,"","Speed delivering at work, watching Football with Cameron, DHOP game winner in triple coverage, Church about using talents, code red"
2020-11-14,Nov 14,Saturday,10:33 PM,good,work | reading | gaming | college | biking | chest / core | gym | mountain dew | double dew,"","Biking while picturing home trail, dollar general adventure, Merry Mashup Dew so good, finished Queens Gambit, sad mood at night "
2020-11-13,Nov 13,Friday,10:29 PM,okay,work | reading | gaming | school | walk with duns | college | hip strengthen  | chest / core | gym,"","Busy day, covered west shift lunch, Theology class about trash race article, walk with Battalgia, walk with Duns, 14 miles walked "
2020-11-12,Nov 12,Thursday,9:57 PM,good,friends | gaming | school | college | Blood Donation | biking | chest / core | gym | rcia  | mountain dew,"","Blood drive, RCIA Saints, Tik Tok Father Duns, Big hit with lady behind desk at blood drive, Star Wars quotes,giggling in RCIA"
2020-11-11,Nov 11,Wednesday,10:06 PM,okay,reading | school | college | chest / core | gym,"","Lots of school work, tutored Trevor again, Jude has a Tinder, Netflix Chess show, Steve talk about Baptism, 6 months since I talked to Caitlin last"
2020-11-10,Nov 10,Tuesday,9:33 PM,okay,work | reading | gaming | school | college | chest / core | gym | mountain dew,"","Double work shift, found out I was never baptized, talked with Dad about Catholicism, Football on short field with Marco and Hasseb, got written up for sharing elevator, fire alarm went off at Commons right as I got my food"
2020-11-09,Nov 9,Monday,9:28 PM,okay,reading | gaming | school | college | chest / core | gym,"","Taking philosophy now, went to gym with Jon, teams meeting with Steve, Jude got his nails painted "
2020-11-08,Nov 8,Sunday,9:59 PM,good,friends | reading | college | church | mountain dew,"","Really good football Sunday, Daylio coding project, Saints destroy Buccs, memeing ads with Jude like the dinosaur furniture"
2020-11-07,Nov 7,Saturday,9:24 PM,okay,work | reading | college | chest / core | gym | rcia  | mountain dew,"","RCIA retreat, work and gym right after, 1 year MTD Sat Anniversary "
2020-11-06,Nov 6,Friday,11:22 PM,okay,work | friends | reading | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Met Everest in COSC, Friday prompt sucked, found out how to get Data from Daylio, debate background, Father Duns asked for advice on Theology slide, worked on Daylio coding "
2020-11-05,Nov 5,Thursday,10:24 PM,okay,work | school | walk with duns | college | biking | chest / core | gym | rcia  | mountain dew,"","Online class only, work couldn’t focus on reading, election distracting me, headache, debate zoom background, walk with father Duns, Packers blow out 49ers, being able to picture Caitlin clearly "
2020-11-04,Nov 4,Wednesday,7:54 PM,okay,reading | school | college | hip strengthen  | chest / core | gym,"","Trump lost leads everywhere, English class sucked because I was tired and hungry and people were floating about the election, tutored Trevor, Trumps gonna win bet, Father Duns Seal clip, early bed time"
2020-11-03,Nov 3,Tuesday,10:43 PM,okay,work | friends | gaming | school | college | biking | chest / core | gym | mountain dew,"","Voted in morning, heated in media, long shift at work, haircut, election coverage, gonna calc tutor, I weigh 127"
2020-11-02,Nov 2,Monday,8:55 PM,good,work | friends | reading | gaming | school | college | hip strengthen  | chest / core | gym,"","Felt well rested when waking up, ideas for COSC presentation, mannequin me in background of teams, Elyse thought it was really funny and was messaging me during class, work took a long time, really good chicken Alfredo, looking for the moon literally  "
2020-11-01,Nov 1,Sunday,10:16 PM,okay,friends | reading | gaming | college | church | mountain dew,"","Church on Saints day, Packers lost and and bad fantasy week, talked to Jude about sad music and Caitlin, Cameron and Jude in late night vc, Jude will have a girlfriend soon?"
2020-10-31,Oct 31,Saturday,10:09 PM,good,work | friends | reading | gaming | college | biking | chest / core | gym | mountain dew,"","Struggle with lust in morning, email from Battalia about background lifted my mood, biked really fast on workout, candy with puns for isolation rooms, work was fun, talked to a guy about music in Carpenter, saw a girl that looked like Caitlin the elevator who was looking at me, journal where I’m considering opening up to Battalgia"
2020-10-30,Oct 30,Friday,11:32 PM,good,friends | gaming | school | walk with duns | college | hip strengthen  | chest / core | gym | mountain dew,"","Out of computer sci early, funny convo with Jude while doing math, music sounding nice, THEO funny background, walk with Duns at 2, vc with Jude and Cameron, reminded that Caitlin stole my friends, when Jude brought up Caitlin my mood dropped to sad"
2020-10-29,Oct 29,Thursday,9:48 PM,okay,work | school | college | biking | chest / core | gym | rcia  | mountain dew,"","Theology essay, class schedule planning, very little free time, RCIA mock mass, Father Car, last couple days seen Sidney in halls and said hi"
2020-10-28,Oct 28,Wednesday,9:20 PM,okay,friends | school | college | hip strengthen  | chest / core | gym,"","Determined/ chip on shoulder mood, COSC getting hard, worked in class schedule, Chipotle, father Duns compliments about being a Jesuit"
2020-10-27,Oct 27,Tuesday,9:37 PM,okay,work | friends | gaming | school | college | biking | chest / core | gym | mountain dew,"","Meh first half getting stuck on lab question, made funny teams backgrounds, gym with Emely, vc with Jude and Cameron which was really funny, sharkesha, gamefuel raspberry"
2020-10-26,Oct 26,Monday,10:07 PM,okay,work | friends | gaming | school | college | hip strengthen  | chest / core | gym,"","SNOW ❄️, vc with Cameron and Jude for a while, ganging up on news discussion, Nancy Pelosi catfish bet, Pranesh castration jokes"
2020-10-25,Oct 25,Sunday,9:38 PM,okay,work | gaming | college | church | mountain dew,"","Church about important commandments, 2 people in iso at O’Donnell, NFL for a long time, walk outside in cold, news discussion debate cancel culture and religion, Caitlin status “idk how to feel.Should I reach out?”"
2020-10-24,Oct 24,Saturday,9:07 PM,good,work | friends | reading | gaming | college | biking | chest / core | ultimate frisbee | gym | mountain dew,"","Ultimate 3 goals 1 assist, got called out for doing good job, getting foam roller, leftists don’t have any humor, using Jude’s old memes to make him laugh, battle of willpower "
2020-10-23,Oct 23,Friday,9:18 PM,okay,work | gaming | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Conference with English teacher finished essay, got Mountain Dew shirt, struggling with fighting lust"
2020-10-22,Oct 22,Thursday,10:19 PM,okay,work | gaming | school | walk with duns | college | biking | chest / core | gym | rcia ,"","FF project indv mode fix, Emely couldn’t go to gym, father Duns walk told him about Jons Theo teacher, I am the Ryan Jones of Marquette, humor in my midterm, Trumps going to win the election "
2020-10-21,Oct 21,Wednesday,9:27 PM,okay,work | friends | reading | gaming | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Discord call with Cameron, Trumps gonna win election , coding project, Catholic book about liturgy "
2020-10-20,Oct 20,Tuesday,9:43 PM,okay,work | reading | school | college | biking | chest / core | gym,"","Lab went really well, first time working west side, time went by fast, added more to coding project, helped in snap calc group chat "
2020-10-19,Oct 19,Monday,9:40 PM,okay,work | friends | school | college | hip strengthen  | chest / core | gym,"","Tired most of day, limited time with music, discord call with Edward Zach Jones Cameron in Mrs.Kennedy class, gym trainer for Emely "
2020-10-18,Oct 18,Sunday,9:56 PM,good,work | college | church | mountain dew,"","Church realized I need to cut out music because it makes me think of Caitlin, Voltage Dew, watched football most day, Packers lost to Buccs, mind finally feels clear, texted Aunt Jen, worked on FF project for a while"
2020-10-17,Oct 17,Saturday,10:46 PM,okay,friends | gaming | college | biking | chest / core | gym | mountain dew,"","Texting Emely night before, gym at Straz, played lots of 2k, watched End game, abortion argument with Caitlin, don’t think I’m gonna write that postcard "
2020-10-16,Oct 16,Friday,10:18 PM,good,friends | gaming | walk with duns | college | hip strengthen  | chest / core | ultimate frisbee | gym | mountain dew,"","played frisbee with random guy from rescue mission, Be an Astronaut song, Ultimate frisbee 4 catches 3 drops, gym at Straz, chillin with Jude and Cameron, walk with father Duns story about bad priests, watched multiple episodes of fear the walking dead"
2020-10-15,Oct 15,Thursday,10:30 PM,okay,friends | reading | gaming | school | college | biking | chest / core | gym | rcia  | mountain dew,"","Worked a lot on coding project, had fun with Edward and Trevor on Discord, late to RCIA"
2020-10-14,Oct 14,Wednesday,8:52 PM,okay,friends | reading | school | college | hip strengthen  | chest / core | gym | mountain dew,"","Theo mid term, Elyse Instagram, don’t have a crush anymore?, talked to Jude about it, watched fear walking dead, postcard idea?"
2020-10-13,Oct 13,Tuesday,9:28 PM,okay,work | reading | school | college | biking | chest / core | gym,"","Fuzzy brain, feel taken over by emotions again, father Duns seal video, Abbotsford added to isolation dorms, sent quizlet to Elyse"
